City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,dukat,62.55,155.55,-26.94,96,100,2.7,RU,1679758601
356,sisimiut,66.9395,-53.6735,-12.54,79,56,2.0,GL,1679758601
357,yaan,7.3833,8.5667,35.27,32,25,2.24,NG,1679758602
358,matias barbosa,-21.8692,-43.3194,32.21,55,75,0.79,BR,1679758602
359,iqaluit,63.7506,-68.5145,-16.15,84,100,0.0,CA,1679758602
360,rio grande,-32.035,-52.0986,24.06,91,100,5.6,BR,1679758602
361,koumac,-20.5667,164.2833,25.34,83,100,1.27,NC,1679758602
362,ust-karsk,52.7011,118.8077,-13.73,98,70,1.78,RU,1679758602
363,yar-sale,66.8333,70.8333,-21.09,96,79,0.49,RU,1679758602
364,iwanai,42.9744,140.5089,0.92,85,99,1.7,JP,1679758602
365,caxito,-8.5785,13.6643,28.97,64,66,4.64,AO,1679758603
366,savelugu,9.6244,-0.8253,37.14,23,100,1.26,GH,1679758603
367,beloha,-25.1667,45.05,22.32,78,40,8.79,MG,1679758603
368,shelbyville,35.4834,-86.4603,21.14,67,0,6.17,US,1679758603
369,nouadhibou,20.931,-17.0347,21.68,62,0,7.36,MR,1679758603
370,banjar,-8.19,114.9675,25.6,89,100,0.48,ID,1679758603
371,san policarpo,12.1791,125.5072,26.53,85,9,3.81,PH,1679758603
372,grindavik,63.8424,-22.4338,1.97,59,40,5.14,IS,1679758604
373,comodoro rivadavia,-45.8667,-67.5,16.92,23,0,4.12,AR,1679758604
374,morant bay,17.8815,-76.4093,29.84,63,6,5.15,JM,1679758604
375,saldanha,-33.0117,17.9442,21.03,88,38,4.32,ZA,1679758604
376,lavrentiya,65.5833,-171.0,-12.84,96,100,5.0,RU,1679758604
377,graham,47.0529,-122.2943,3.14,89,100,0.89,US,1679758604
378,moranbah,-22.0016,148.0466,21.73,77,1,3.57,AU,1679758604
379,mattru,7.6244,-11.8332,37.79,31,98,1.35,SL,1679758604
380,necochea,-38.5473,-58.7368,23.2,65,13,6.69,AR,1679758394
381,coos bay,43.3665,-124.2179,5.99,84,40,3.6,US,1679758605
382,vila franca do campo,37.7167,-25.4333,14.23,86,100,4.19,PT,1679758605
383,touros,-5.1989,-35.4608,30.09,61,47,3.94,BR,1679758605
384,neuquen,-38.9516,-68.0591,20.94,30,0,3.6,AR,1679758531
385,rocha,-34.4833,-54.3333,19.71,97,100,4.45,UY,1679758605
386,erdenet,49.0333,104.0833,-9.53,85,87,0.96,MN,1679758606
387,tutoia,-2.7619,-42.2744,27.45,81,84,3.36,BR,1679758606
388,changying,52.8733,123.3213,-11.97,92,36,2.33,CN,1679758606
389,uzyn,49.8262,30.4149,16.61,47,99,5.66,UA,1679758606
390,tripoli,32.8752,13.1875,19.68,59,37,5.47,LY,1679758606
391,trelew,-43.249,-65.3051,17.26,35,0,4.57,AR,1679758377
392,marsh harbour,26.5412,-77.0636,24.78,68,0,4.19,BS,1679758606
393,kirchheim,50.8333,9.5667,11.88,80,89,6.92,DE,1679758607
394,port hardy,50.6996,-127.4199,5.0,100,100,3.6,CA,1679758607
395,resplendor,-19.3256,-41.2553,33.4,40,3,0.59,BR,1679758607
396,aquiraz,-3.9014,-38.3911,30.05,69,44,2.73,BR,1679758607
397,vilyuysk,63.7553,121.6247,-3.6,95,100,3.85,RU,1679758607
398,port macquarie,-31.4333,152.9167,18.27,82,90,0.67,AU,1679758607
399,faanui,-16.4833,-151.75,27.59,73,100,3.81,PF,1679758607
400,baghdad,33.3406,44.4009,25.95,38,0,3.6,IQ,1679758341
401,kintampo,8.0563,-1.7306,35.7,26,34,0.96,GH,1679758608
402,itacoatiara,-3.1431,-58.4442,27.41,80,90,1.86,BR,1679758494
403,mazabuka,-15.856,27.748,21.62,74,12,1.35,ZM,1679758608
404,rorvik,64.8621,11.2373,0.06,47,32,1.03,NO,1679758608
405,rognan,67.0953,15.3878,-0.92,78,46,3.31,NO,1679758401
406,longyearbyen,78.2186,15.6401,-16.09,55,20,2.57,SJ,1679758608
407,beyneu,45.3167,55.2,16.87,18,100,3.06,KZ,1679758608
408,atambua,-9.1061,124.8925,22.81,90,86,1.46,ID,1679758608
409,namatanai,-3.6667,152.4333,25.83,80,99,0.91,PG,1679758609
410,amapa,1.0,-52.0,26.19,91,97,1.06,BR,1679758609
411,tarko-sale,64.9225,77.785,-9.81,94,95,4.25,RU,1679758435
412,dawei,14.0833,98.2,23.3,89,1,0.88,MM,1679758610
413,davila,18.4726,120.5763,26.99,81,0,0.88,PH,1679758610
414,grand-santi,4.25,-54.3833,32.84,42,89,1.58,GF,1679758610
415,batagay,67.6333,134.6333,-18.05,99,100,0.68,RU,1679758610
416,lompoc,34.6391,-120.4579,9.88,71,0,9.39,US,1679758610
417,alofi,-19.0595,-169.9187,24.94,100,100,1.54,NU,1679758611
418,lima,-12.0432,-77.0282,25.14,78,0,3.6,PE,1679758402
419,bandarbeyla,9.4942,50.8122,27.65,73,83,4.49,SO,1679758611
420,honningsvag,70.9821,25.9704,-5.14,80,100,1.54,NO,1679758611
421,sokolo,14.7328,-6.1219,37.61,6,0,3.34,ML,1679758611
422,hay river,60.8156,-115.7999,-23.01,77,20,4.63,CA,1679758611
423,caloto,3.0359,-76.4079,24.56,71,69,0.83,CO,1679758611
424,baltasi,56.3462,50.2062,6.03,83,91,7.27,RU,1679758611
425,grand gaube,-20.0064,57.6608,27.22,74,27,1.34,MU,1679758612
426,sri aman,1.2376,111.4621,24.03,100,100,0.0,MY,1679758612
427,ahuimanu,21.4447,-157.8378,23.25,83,0,3.6,US,1679758612
428,berlevag,70.8578,29.0864,-8.03,67,40,4.63,NO,1679758612
429,bahia blanca,-38.7196,-62.2724,22.68,53,26,4.02,AR,1679758612
430,catanzaro,38.8908,16.5987,21.18,62,41,6.12,IT,1679758429
431,darnah,32.767,22.6367,16.77,71,0,10.74,LY,1679758612
432,vilanova del cami,41.5717,1.6375,21.21,59,50,4.02,ES,1679758613
433,koungou,-12.7336,45.2042,27.84,83,75,6.17,YT,1679758613
434,camacha,33.0833,-16.3333,17.68,68,20,5.14,PT,1679758613
435,leningradskiy,69.3833,178.4167,-19.01,94,100,5.72,RU,1679758613
436,diu,20.7141,70.9822,23.62,61,1,5.93,IN,1679758613
437,talara,-4.5772,-81.2719,28.42,69,40,3.6,PE,1679758613
438,sontra,51.0667,9.9333,11.72,74,78,7.09,DE,1679758613
439,limbang,4.75,115.0,27.06,98,92,1.28,MY,1679758614
440,adre,13.4667,22.2,33.9,15,25,4.11,TD,1679758614
441,sterling,39.0062,-77.4286,7.0,96,100,1.34,US,1679758614
442,manokwari,-0.8667,134.0833,25.16,86,100,3.23,ID,1679758354
443,san vicente,-26.6167,-54.1333,31.18,38,66,2.98,AR,1679758614
444,gornopravdinsk,60.05,69.9,4.48,97,100,3.36,RU,1679758614
445,wagar,16.1525,36.2032,36.79,9,90,6.28,SD,1679758614
446,ovalle,-30.5983,-71.2003,25.04,48,0,3.04,CL,1679758562
447,mujiayingzi,42.1167,118.7833,-3.62,21,0,1.51,CN,1679758615
448,southbridge,42.0751,-72.0334,4.96,82,100,3.58,US,1679758615
449,kainantu,-6.2887,145.8655,15.37,97,98,1.18,PG,1679758615
450,reftinskiy,57.0901,61.6769,3.36,97,100,4.18,RU,1679758615
451,fortuna,40.5982,-124.1573,3.7,96,81,0.45,US,1679758615
452,illapel,-31.6308,-71.1653,27.51,31,0,3.19,CL,1679758615
453,noumea,-22.2763,166.4572,26.11,99,98,2.78,NC,1679758615
454,omboue,-1.5746,9.2618,28.49,68,41,4.16,GA,1679758615
455,tual,-5.6667,132.75,28.45,76,98,3.62,ID,1679758616
456,hare bay,48.8499,-54.0148,3.64,90,91,8.27,CA,1679758616
457,bathsheba,13.2167,-59.5167,29.34,58,40,10.8,BB,1679758616
458,benghazi,32.1167,20.0667,17.34,66,0,6.46,LY,1679758593
459,fairbanks,64.8378,-147.7164,-15.78,76,0,0.0,US,1679758437
460,minyar,55.0709,57.5485,3.68,99,100,2.79,RU,1679758616
461,aitape,-3.1374,142.3475,25.02,89,50,1.37,PG,1679758616
462,kruisfontein,-34.0033,24.7314,23.82,55,0,1.46,ZA,1679758616
463,palana,59.1167,159.9667,-17.09,91,100,3.31,RU,1679758616
464,pangai,-19.8,-174.35,26.91,84,100,6.19,TO,1679758617
465,prachuap khiri khan,12.2167,99.75,23.22,75,52,1.95,TH,1679758511
466,petrivka,46.9695,30.9591,10.46,72,91,7.6,UA,1679758617
467,samarai,-10.6167,150.6667,26.55,78,95,2.28,PG,1679758617
468,chaozhou,23.6651,116.6379,18.92,90,100,0.69,CN,1679758617
469,skjervoy,70.0311,20.9714,-8.0,40,45,3.24,NO,1679758617
470,sungaipenuh,-2.0833,101.3833,18.59,95,100,1.28,ID,1679758618
471,cockburn town,21.4612,-71.1419,24.98,65,40,6.69,TC,1679758618
472,farafangana,-22.8167,47.8333,24.22,81,56,4.15,MG,1679758618
473,birin,26.8865,88.0718,14.64,62,75,2.13,NP,1679758618
474,mitsamiouli,-11.3847,43.2844,27.63,79,74,4.29,KM,1679758618
475,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,57,0,3.0,RU,1679758618
476,watsa,3.0372,29.5355,23.62,64,65,1.0,CD,1679758618
477,broken hill,-31.95,141.4333,17.44,35,99,4.02,AU,1679758618
478,yulara,-25.2406,130.9889,23.45,22,2,1.98,AU,1679758619
479,minab,27.1467,57.0801,23.9,51,0,2.15,IR,1679758619
480,high level,58.5169,-117.136,-8.94,79,75,2.57,CA,1679758619
481,mikuni,36.2171,136.1519,9.95,92,100,0.31,JP,1679758619
482,moctezuma,29.8,-109.6667,15.5,26,0,1.09,MX,1679758619
483,tyukalinsk,55.8732,72.1967,1.37,95,99,6.62,RU,1679758619
484,paita,-5.0892,-81.1144,27.7,69,43,2.71,PE,1679758620
485,merzifon,40.8733,35.4631,14.7,36,20,0.0,TR,1679758620
486,baker city,44.7749,-117.8344,-2.45,84,100,1.54,US,1679758620
487,statesville,35.7826,-80.8873,18.57,63,100,4.12,US,1679758620
488,mogadishu,2.0371,45.3438,28.93,89,40,5.14,SO,1679758414
489,traralgon,-38.1833,146.5333,12.22,89,95,0.6,AU,1679758620
490,havre-saint-pierre,50.2334,-63.5986,1.2,60,0,3.09,CA,1679758620
491,kaili,-3.4626,120.2147,19.74,91,100,1.76,ID,1679758620
492,cap-aux-meules,47.3821,-61.8597,0.03,86,20,7.72,CA,1679758620
493,bambanglipuro,-7.95,110.2833,25.58,88,100,2.74,ID,1679758621
494,abu dhabi,24.4667,54.3667,24.97,67,0,3.09,AE,1679758476
495,vierzon,47.2101,2.0625,14.37,69,100,6.18,FR,1679758621
496,tooele,40.5308,-112.2983,-2.1,57,57,2.68,US,1679758621
497,pochutla,15.7432,-96.4661,28.79,45,2,3.58,MX,1679758621
498,dennery,13.8996,-60.8879,29.05,72,20,12.86,LC,1679758622
499,zonguldak,41.25,31.8333,10.48,79,45,1.04,TR,1679758622
500,puerto madryn,-42.7692,-65.0385,17.29,37,0,5.97,AR,1679758392
501,monterey,36.2505,-121.2516,3.84,68,4,3.11,US,1679758622
502,seymchan,62.8833,152.4333,-34.05,94,14,0.48,RU,1679758622
503,usinsk,65.9939,57.5281,-6.61,94,99,4.91,RU,1679758622
504,ocos,14.5094,-92.1933,30.1,59,27,2.03,GT,1679758622
505,sinnamary,5.3833,-52.95,27.64,71,85,3.43,GF,1679758623
506,vallenar,-28.5708,-70.7581,25.32,51,2,2.64,CL,1679758623
507,krasnokamensk,50.0979,118.0369,-16.44,95,23,1.58,RU,1679758623
508,bilma,18.6853,12.9164,29.49,10,47,4.91,NE,1679758623
509,camabatela,-8.1881,15.375,21.39,87,91,1.44,AO,1679758623
510,batagay-alyta,67.8006,130.4114,-21.12,83,91,2.9,RU,1679758623
511,ust-tsilma,65.441,52.1498,-0.9,96,100,4.38,RU,1679758623
512,santo amaro da imperatriz,-27.6881,-48.7786,30.01,82,74,2.18,BR,1679758624
513,nata,8.3333,-80.5167,27.93,41,43,5.29,PA,1679758624
514,moose factory,51.2585,-80.6094,2.0,64,0,0.51,CA,1679758624
515,chumikan,54.7183,135.315,-8.75,81,3,7.24,RU,1679758624
516,izumo,35.3667,132.7667,10.97,84,100,3.22,JP,1679758624
517,kargasok,59.0556,80.8572,2.33,97,100,6.71,RU,1679758341
518,aranos,-24.1333,19.1167,31.62,13,2,1.77,NA,1679758625
519,eydhafushi,5.1033,73.0708,27.93,76,44,3.89,MV,1679758625
520,brae,60.3964,-1.353,3.89,59,89,8.1,GB,1679758625
521,manicore,-5.8092,-61.3003,27.97,83,40,1.03,BR,1679758625
522,certegui,5.3707,-76.6044,26.99,56,45,1.33,CO,1679758625
523,tateyama,34.9833,139.8667,11.72,89,100,6.66,JP,1679758625
524,fomboni,-12.28,43.7425,27.73,79,100,5.46,KM,1679758625
525,chakia,26.4167,85.05,26.78,34,1,3.09,IN,1679758626
526,katobu,-4.9408,122.5276,24.41,92,38,0.47,ID,1679758626
527,gamba,-2.65,10.0,28.08,71,45,3.77,GA,1679758626
528,lokosovo,61.1333,74.8167,2.19,100,100,2.92,RU,1679758626
529,wollongong,-34.4333,150.8833,19.58,92,89,2.18,AU,1679758626
530,bend,44.0582,-121.3153,-2.46,82,0,0.89,US,1679758626
531,oranjemund,-28.55,16.4333,19.85,83,2,4.13,NA,1679758626
532,gibara,21.1097,-76.1317,29.62,56,3,6.61,CU,1679758627
533,enid,36.3956,-97.8784,10.73,71,0,1.54,US,1679758627
534,nuuk,64.1835,-51.7216,-5.66,79,20,6.17,GL,1679758627
535,puerto cabello,10.4731,-68.0125,32.75,80,23,3.6,VE,1679758627
536,richards bay,-28.783,32.0377,25.88,74,71,7.37,ZA,1679758627
537,valle hermoso,25.6667,-97.8333,25.94,78,99,4.74,MX,1679758627
538,xiamen,24.4798,118.0819,16.03,94,100,3.0,CN,1679758627
539,puerto quijarro,-17.7833,-57.7667,35.04,42,50,1.9,BO,1679758627
540,acarau,-2.8856,-40.12,28.15,73,57,2.78,BR,1679758628
541,severodvinsk,64.5635,39.8302,0.06,100,100,0.61,RU,1679758628
542,henties bay,-22.116,14.2845,19.24,71,0,6.37,NA,1679758628
543,berdigestyakh,62.0989,126.6992,-5.49,95,100,3.9,RU,1679758628
544,sangar,63.9242,127.4739,-10.58,95,100,3.53,RU,1679758629
545,ginir,7.1333,40.7,16.48,83,99,0.82,ET,1679758629
546,chama,47.1821,8.4636,12.1,69,75,3.09,CH,1679758629
547,chernyshevskiy,63.0128,112.4714,-7.65,93,94,3.86,RU,1679758629
548,ribeira brava,32.65,-17.0667,24.84,66,95,2.98,PT,1679758629
549,atar,20.5169,-13.0499,34.44,15,1,4.68,MR,1679758629
550,veraval,20.9,70.3667,24.13,59,1,4.88,IN,1679758629
551,praia da vitoria,38.7333,-27.0667,17.09,82,40,7.31,PT,1679758629
552,sarasota,27.167,-82.3332,30.01,79,0,7.72,US,1679758629
553,saint george,37.1041,-113.5841,4.13,56,0,0.89,US,1679758630
554,coquimbo,-29.9533,-71.3436,17.85,88,100,2.57,CL,1679758593
555,liverpool,53.4106,-2.9779,13.75,68,40,6.17,GB,1679758630
556,porto recanati,43.4365,13.6613,22.16,57,10,5.97,IT,1679758630
557,rindal,63.0565,9.2124,-3.08,75,1,1.23,NO,1679758631
558,inongo,-1.95,18.2667,24.78,86,47,1.1,CD,1679758631
559,tilichiki,60.4667,166.1,-17.31,90,100,3.89,RU,1679758631
560,sao jose da coroa grande,-8.8978,-35.1478,28.72,69,44,3.89,BR,1679758631
561,peno,56.9262,32.7426,4.59,88,57,2.33,RU,1679758631
562,lucapa,-8.4192,20.7447,21.13,88,100,1.22,AO,1679758631
563,tulun,54.5611,100.5792,-3.58,96,100,1.18,RU,1679758631
564,borovoy,55.4333,86.0833,2.6,64,40,5.0,RU,1679758631
565,yamada,39.4667,141.95,4.14,87,87,1.99,JP,1679758632
566,dehloran,32.6941,47.2679,23.22,41,0,4.23,IR,1679758632
567,jaciara,-15.9653,-54.9683,29.56,62,13,2.26,BR,1679758632
568,nizhniy odes,63.6445,54.856,-1.34,92,100,3.98,RU,1679758632
569,jinchang,38.4953,102.1739,7.34,26,100,1.26,CN,1679758632
570,alyangula,-13.8483,136.4192,26.9,79,25,5.03,AU,1679758632
571,pontal do parana,-25.6533,-48.5128,28.88,61,83,2.62,BR,1679758632
572,creel,27.75,-107.6333,11.56,11,0,5.71,MX,1679758633
573,vredendal,-31.6683,18.5012,21.32,71,71,6.87,ZA,1679758633
574,slave lake,55.2834,-114.769,-5.01,80,100,0.0,CA,1679758633
